genus_id	institution_id	category_id	image_id	scientificName	family	genus	species	authors
15	36	79	00079__038	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	36	79	00079__039	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	36	79	00079__040	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	52	79	00079__041	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	52	79	00079__042	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	52	79	00079__043	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	52	79	00079__044	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	52	79	00079__045	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	52	79	00079__047	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	52	79	00079__049	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	52	79	00079__051	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	52	79	00079__052	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	52	79	00079__056	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	52	79	00079__057	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	52	79	00079__058	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	38	79	00079__059	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	38	79	00079__061	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	18	79	00079__066	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	23	79	00079__067	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	23	79	00079__068	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	23	79	00079__069	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	24	79	00079__070	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	24	79	00079__072	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	24	79	00079__073	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	29	79	00079__075	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	29	79	00079__076	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	29	79	00079__077	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	39	79	00079__078	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	39	79	00079__079	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	41	79	00079__080	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	41	79	00079__081	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	42	79	00079__082	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	42	79	00079__083	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	42	79	00079__084	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	42	79	00079__085	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	46	79	00079__086	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	46	79	00079__087	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	46	79	00079__088	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	47	79	00079__089	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	47	79	00079__090	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	57	79	00079__092	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	57	79	00079__093	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	57	79	00079__094	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	59	79	00079__095	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	51	79	00079__097	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	55	79	00079__098	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	36	79	00079__101	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	36	79	00079__102	Acer circinatum Pursh	Sapindaceae	Acer	circinatum	Pursh
15	0	80	00080__001	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	0	80	00080__002	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	0	80	00080__003	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	0	80	00080__005	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	0	80	00080__007	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	0	80	00080__008	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	0	80	00080__009	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	0	80	00080__010	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	21	80	00080__011	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	21	80	00080__012	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	21	80	00080__013	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	21	80	00080__014	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	21	80	00080__018	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	21	80	00080__019	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	21	80	00080__020	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	21	80	00080__021	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	21	80	00080__022	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	21	80	00080__023	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	21	80	00080__024	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	36	80	00080__025	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	36	80	00080__026	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	36	80	00080__027	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	36	80	00080__028	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	36	80	00080__029	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	36	80	00080__030	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	36	80	00080__032	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	36	80	00080__033	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	36	80	00080__035	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	36	80	00080__036	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	36	80	00080__037	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	36	80	00080__038	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	36	80	00080__039	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	36	80	00080__040	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	52	80	00080__047	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	52	80	00080__048	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	52	80	00080__049	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	52	80	00080__050	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	52	80	00080__051	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	52	80	00080__052	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	52	80	00080__053	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	52	80	00080__054	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	12	80	00080__056	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	24	80	00080__057	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	24	80	00080__058	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	24	80	00080__059	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	24	80	00080__060	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	24	80	00080__061	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	24	80	00080__063	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	25	80	00080__065	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	25	80	00080__066	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	32	80	00080__067	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	32	80	00080__070	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	33	80	00080__073	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	33	80	00080__075	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	47	80	00080__076	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	47	80	00080__077	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	47	80	00080__078	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	57	80	00080__079	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	51	80	00080__080	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	51	80	00080__081	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	51	80	00080__082	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	51	80	00080__083	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	51	80	00080__084	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	51	80	00080__085	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	55	80	00080__087	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	13	80	00080__089	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	13	80	00080__090	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	13	80	00080__091	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	13	80	00080__092	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	13	80	00080__094	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	13	80	00080__095	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	13	80	00080__096	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	13	80	00080__097	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	36	80	00080__101	Acer glabrum Torr.	Sapindaceae	Acer	glabrum	Torr.
15	0	81	00081__001	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	0	81	00081__003	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	0	81	00081__005	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	0	81	00081__006	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	0	81	00081__007	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	0	81	00081__008	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	0	81	00081__009	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	0	81	00081__010	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	0	81	00081__011	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	0	81	00081__012	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	0	81	00081__013	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	0	81	00081__015	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	0	81	00081__016	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	21	81	00081__017	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	21	81	00081__018	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	21	81	00081__019	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	21	81	00081__021	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	21	81	00081__022	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	21	81	00081__023	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	21	81	00081__024	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	21	81	00081__025	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	21	81	00081__026	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	21	81	00081__027	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	36	81	00081__029	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	36	81	00081__030	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	36	81	00081__032	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	36	81	00081__033	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	36	81	00081__034	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	36	81	00081__037	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	36	81	00081__039	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	36	81	00081__040	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	36	81	00081__041	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	36	81	00081__042	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	36	81	00081__044	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	36	81	00081__045	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	36	81	00081__046	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	36	81	00081__047	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	36	81	00081__048	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	36	81	00081__049	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	36	81	00081__050	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	36	81	00081__051	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	36	81	00081__052	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	36	81	00081__053	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	36	81	00081__054	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	52	81	00081__056	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	52	81	00081__058	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	52	81	00081__059	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	52	81	00081__060	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	52	81	00081__061	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	52	81	00081__062	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	52	81	00081__063	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	52	81	00081__064	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	52	81	00081__065	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	52	81	00081__067	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	52	81	00081__069	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	52	81	00081__070	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	38	81	00081__072	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	24	81	00081__075	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	25	81	00081__076	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	25	81	00081__077	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	25	81	00081__078	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	47	81	00081__080	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	47	81	00081__081	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	47	81	00081__082	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	55	81	00081__084	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	55	81	00081__086	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	55	81	00081__088	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	55	81	00081__089	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	55	81	00081__090	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	13	81	00081__092	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	13	81	00081__093	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	13	81	00081__094	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	13	81	00081__096	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	13	81	00081__097	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	4	81	00081__099	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	4	81	00081__100	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	36	81	00081__101	Acer grandidentatum Nutt.	Sapindaceae	Acer	grandidentatum	Nutt.
15	0	82	00082__001	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	0	82	00082__003	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	0	82	00082__005	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	0	82	00082__006	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	21	82	00082__010	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	21	82	00082__011	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	21	82	00082__012	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	21	82	00082__013	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__014	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__015	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__017	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__018	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__019	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__021	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__022	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__023	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__024	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__025	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__026	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__027	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__029	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__030	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__031	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__032	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__033	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__034	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__035	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__036	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__037	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__038	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__039	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__040	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__041	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	36	82	00082__042	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	52	82	00082__043	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	52	82	00082__046	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	52	82	00082__047	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	52	82	00082__048	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	52	82	00082__049	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	52	82	00082__050	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	52	82	00082__051	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	52	82	00082__052	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	52	82	00082__054	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	52	82	00082__056	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	52	82	00082__057	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	52	82	00082__058	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	52	82	00082__059	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	52	82	00082__060	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	52	82	00082__061	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	52	82	00082__062	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	38	82	00082__066	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	18	82	00082__070	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	18	82	00082__071	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	23	82	00082__072	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	23	82	00082__073	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	23	82	00082__074	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	24	82	00082__077	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	24	82	00082__078	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	25	82	00082__079	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	25	82	00082__080	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	25	82	00082__081	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	29	82	00082__082	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	39	82	00082__086	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	46	82	00082__090	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
15	57	82	00082__092	Acer macrophyllum Pursh	Sapindaceae	Acer	macrophyllum	Pursh
